PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2,Target
2.13,0,6.38,4.26,2.13,6.38,2.13,4.26,2.13,6.38,2.13,2.13,4.26,2.13,4.26,10.64,12.77,17.02,4.26,4.26,0.0865,0.0738,
8.16,10.2,0,6.12,4.08,4.08,8.16,6.12,6.12,14.29,4.08,6.12,0,4.08,4.08,6.12,4.08,2.04,2.04,0,0.0633,0.0821,
0,5.88,11.76,5.88,5.88,5.88,0,5.88,11.76,5.88,0,0,5.88,5.88,0,5.88,11.76,11.76,0,0,0.0696,0.0879,
2.56,0,0,5.13,12.82,2.56,5.13,10.26,10.26,2.56,5.13,7.69,0,7.69,7.69,12.82,0,2.56,5.13,0,0.0963,0.1145,
3.03,3.03,9.09,0,9.09,6.06,3.03,9.09,6.06,3.03,12.12,3.03,3.03,6.06,0,6.06,9.09,0,9.09,0,0.0903,0.0757,
10,0,15,5,5,5,5,0,0,20,0,0,0,5,0,5,5,20,0,0,0.0566,0.0902,
6.82,11.36,6.82,6.82,11.36,2.27,6.82,9.09,0,6.82,0,2.27,6.82,2.27,2.27,4.55,4.55,4.55,0,4.55,0.0668,0.0744,
0,0,2.22,6.67,2.22,6.67,8.89,11.11,13.33,11.11,8.89,2.22,4.44,6.67,2.22,0,4.44,8.89,0,0,0.0786,0.0743,
0,8.57,5.71,0,0,20,0,8.57,0,5.71,0,11.43,8.57,5.71,5.71,5.71,0,2.86,0,11.43,0.0768,0.0672,
7.32,7.32,4.88,4.88,4.88,2.44,2.44,7.32,4.88,9.76,4.88,2.44,2.44,4.88,4.88,7.32,0,4.88,0,12.2,0.0628,0.0801,
8.11,2.7,8.11,2.7,5.41,5.41,8.11,5.41,5.41,2.7,5.41,5.41,8.11,10.81,0,0,0,0,10.81,5.41,0.0882,0.0928,
0,0,16.67,0,0,16.67,0,0,8.33,0,8.33,0,8.33,0,8.33,8.33,0,16.67,8.33,0,0.1056,0.1255,
0,13.89,0,5.56,5.56,0,0,5.56,2.78,5.56,2.78,5.56,5.56,11.11,2.78,5.56,0,8.33,11.11,8.33,0.0739,0.0886,
2.22,4.44,6.67,0,4.44,8.89,0,8.89,0,2.22,6.67,2.22,4.44,0,2.22,11.11,22.22,4.44,2.22,6.67,0.0684,0.0537,
0,0,4,8,20,8,0,0,0,4,0,4,12,4,16,12,0,4,0,4,0.1104,0.0848,
0,0,31.25,0,18.75,0,0,0,6.25,0,0,18.75,0,12.5,0,0,12.5,0,0,0,0.0379,0.0532,
14.29,8.16,2.04,6.12,0,4.08,0,4.08,10.2,6.12,2.04,0,6.12,0,14.29,2.04,4.08,10.2,0,6.12,0.1129,0.1055,
5.56,5.56,5.56,2.78,2.78,0,5.56,2.78,5.56,2.78,5.56,16.67,11.11,0,5.56,8.33,5.56,0,0,8.33,0.0641,0.0699,
7.14,0,14.29,7.14,7.14,0,0,7.14,0,7.14,7.14,7.14,0,0,14.29,7.14,0,7.14,0,7.14,0.11,0.1141,
8.7,4.35,4.35,4.35,0,13.04,4.35,4.35,4.35,8.7,0,0,8.7,8.7,8.7,4.35,0,8.7,4.35,0,0.0855,0.0786,
2.63,2.63,5.26,0,2.63,2.63,13.16,5.26,5.26,2.63,2.63,7.89,7.89,7.89,7.89,7.89,5.26,0,2.63,7.89,0.0794,0.0767,
5.56,5.56,2.78,2.78,5.56,0,2.78,5.56,5.56,8.33,0,8.33,5.56,2.78,5.56,8.33,8.33,11.11,2.78,2.78,0.0703,0.0805,
8.11,2.7,5.41,5.41,2.7,2.7,2.7,2.7,8.11,5.41,2.7,5.41,2.7,5.41,10.81,2.7,0,2.7,2.7,18.92,0.0922,0.1103,
6.98,0,4.65,6.98,9.3,9.3,2.33,4.65,0,13.95,2.33,0,4.65,6.98,2.33,6.98,11.63,2.33,0,4.65,0.0675,0.0706,
9.09,0,9.09,0,0,0,0,27.27,0,9.09,0,9.09,9.09,0,18.18,0,0,0,9.09,0,0.1158,0.1319,
6.38,6.38,2.13,0,2.13,4.26,6.38,4.26,2.13,6.38,6.38,2.13,4.26,8.51,4.26,12.77,4.26,8.51,6.38,2.13,0.0774,0.0644,
4.08,8.16,4.08,14.29,8.16,0,2.04,2.04,8.16,2.04,2.04,0,6.12,6.12,0,18.37,6.12,2.04,2.04,4.08,0.068,0.0715,
23.08,0,0,0,0,0,0,7.69,0,0,0,15.38,7.69,7.69,7.69,0,0,7.69,15.38,7.69,0.1107,0.0895,
7.14,14.29,14.29,0,14.29,0,7.14,0,14.29,0,7.14,0,7.14,7.14,0,0,0,0,7.14,0,0.0928,0.0784,
0,16.67,0,0,0,8.33,8.33,25,0,0,0,0,0,8.33,0,16.67,0,8.33,8.33,0,0.0577,0.0511,
6,6,10,4,12,4,6,2,2,0,10,10,4,4,8,4,0,2,4,2,0.091,0.0897,
2,14,0,0,0,0,0,0,0,2,2,0,0,6,54,8,2,6,0,4,0.099,0.0945,
13.64,0,0,0,4.55,6.82,2.27,0,11.36,6.82,4.55,2.27,2.27,2.27,25,6.82,6.82,4.55,0,0,0.1193,0.0989,
5.88,0,0,8.82,5.88,2.94,0,14.71,2.94,20.59,2.94,2.94,2.94,2.94,0,5.88,11.76,5.88,0,2.94,0.0446,0.0446,
0,12.12,9.09,3.03,0,3.03,3.03,6.06,3.03,0,6.06,3.03,15.15,12.12,9.09,0,6.06,0,3.03,6.06,0.0835,0.0634,
7.41,11.11,18.52,3.7,3.7,0,3.7,0,7.41,3.7,0,0,0,14.81,0,0,11.11,7.41,3.7,3.7,0.0716,0.0734,
6.82,0,0,0,2.27,6.82,4.55,2.27,15.91,2.27,4.55,6.82,2.27,2.27,27.27,0,9.09,4.55,0,2.27,0.1066,0.1,
2.27,2.27,6.82,11.36,4.55,4.55,6.82,4.55,6.82,2.27,2.27,2.27,6.82,2.27,2.27,4.55,2.27,6.82,9.09,9.09,0.0909,0.0861,
2.27,0,9.09,4.55,9.09,4.55,2.27,4.55,9.09,2.27,2.27,9.09,9.09,0,6.82,4.55,2.27,13.64,2.27,2.27,0.0878,0.0955,
12.5,9.38,3.12,3.12,6.25,3.12,9.38,3.12,6.25,3.12,3.12,6.25,9.38,3.12,0,0,3.12,6.25,6.25,3.12,0.0671,0.0746,
2.94,5.88,2.94,8.82,14.71,0,8.82,2.94,0,0,5.88,2.94,8.82,5.88,5.88,0,2.94,5.88,11.76,2.94,0.1053,0.0726,
0,12.12,6.06,9.09,0,3.03,3.03,3.03,9.09,9.09,9.09,0,6.06,3.03,6.06,3.03,0,0,6.06,12.12,0.0872,0.1087,
3.23,9.68,9.68,9.68,3.23,6.45,3.23,9.68,6.45,3.23,0,3.23,0,3.23,6.45,3.23,9.68,6.45,0,3.23,0.09,0.0847,
5.41,0,5.41,2.7,8.11,10.81,0,10.81,0,18.92,2.7,0,2.7,5.41,5.41,2.7,5.41,8.11,0,5.41,0.0744,0.0636,
3.45,0,3.45,6.9,6.9,17.24,0,3.45,0,10.34,0,0,20.69,0,3.45,10.34,10.34,3.45,0,0,0.0575,0.0538,
0,0,0,0,9.09,9.09,0,9.09,9.09,9.09,9.09,0,18.18,18.18,9.09,0,0,0,0,0,0.0782,0.0657,
5.56,5.56,2.78,8.33,0,11.11,5.56,2.78,13.89,8.33,0,2.78,2.78,16.67,0,2.78,2.78,5.56,0,2.78,0.0851,0.0646,
5.41,10.81,5.41,10.81,5.41,5.41,2.7,5.41,0,8.11,2.7,8.11,5.41,0,10.81,0,0,2.7,8.11,2.7,0.0957,0.1253,
2.63,5.26,5.26,2.63,5.26,0,0,5.26,10.53,7.89,0,5.26,7.89,7.89,7.89,2.63,2.63,7.89,2.63,10.53,0.0894,0.0885,
20,0,0,0,10,20,0,0,0,0,0,0,10,10,10,0,0,10,0,10,0.0901,0.1245,
6.52,2.17,2.17,2.17,4.35,0,2.17,2.17,10.87,2.17,8.7,6.52,6.52,4.35,6.52,2.17,6.52,13.04,4.35,6.52,0.0835,0.0784,
0,20,3.33,3.33,0,6.67,0,13.33,10,0,0,3.33,6.67,0,0,10,6.67,10,0,6.67,0.0507,0.0542,
5.71,0,2.86,5.71,14.29,8.57,0,8.57,5.71,11.43,2.86,0,8.57,0,5.71,2.86,5.71,8.57,0,2.86,0.0679,0.0857,
2.5,2.5,0,10,7.5,5,0,0,2.5,2.5,10,7.5,7.5,7.5,5,7.5,7.5,2.5,7.5,5,0.0789,0.1004,
18.52,3.7,11.11,0,3.7,0,3.7,0,3.7,7.41,3.7,3.7,11.11,3.7,11.11,0,0,7.41,3.7,3.7,0.083,0.0892,
0,10,0,0,0,10,0,40,0,0,20,0,0,10,0,0,0,10,0,0,0.0438,0.0287,
10.64,0,0,0,4.26,10.64,2.13,2.13,6.38,4.26,4.26,4.26,2.13,2.13,31.91,2.13,8.51,4.26,0,0,0.1267,0.1019,
0,0,0,5.56,5.56,11.11,0,0,16.67,0,5.56,5.56,0,16.67,11.11,5.56,0,5.56,5.56,5.56,0.1223,0.0951,
2.78,0,11.11,2.78,11.11,5.56,0,13.89,0,2.78,2.78,5.56,8.33,0,2.78,11.11,8.33,5.56,5.56,0,0.0795,0.0722,
4.08,4.08,10.2,6.12,2.04,2.04,2.04,6.12,2.04,10.2,0,2.04,10.2,0,8.16,4.08,8.16,6.12,4.08,8.16,0.1047,0.0827,
9.09,2.27,2.27,2.27,9.09,4.55,2.27,9.09,4.55,9.09,9.09,6.82,2.27,2.27,2.27,4.55,6.82,4.55,0,6.82,0.0775,0.061,
7.14,0,7.14,0,0,0,7.14,7.14,7.14,7.14,7.14,7.14,7.14,14.29,7.14,0,7.14,0,0,7.14,0.057,0.0832,
4.55,0,0,6.82,9.09,6.82,6.82,4.55,2.27,9.09,0,4.55,2.27,4.55,4.55,9.09,4.55,2.27,9.09,9.09,0.0829,0.0849,
21.74,0,0,8.7,4.35,4.35,4.35,0,8.7,8.7,4.35,4.35,4.35,4.35,8.7,0,0,13.04,0,0,0.0947,0.1018,
2.94,5.88,5.88,5.88,2.94,2.94,2.94,2.94,2.94,5.88,2.94,2.94,11.76,5.88,0,11.76,8.82,5.88,5.88,2.94,0.0681,0.065,
2.38,7.14,7.14,14.29,2.38,11.9,9.52,4.76,2.38,0,4.76,2.38,9.52,4.76,2.38,7.14,2.38,2.38,2.38,0,0.0687,0.077,
4.17,4.17,4.17,4.17,4.17,4.17,0,8.33,4.17,16.67,4.17,0,0,0,8.33,12.5,4.17,12.5,4.17,0,0.0955,0.0953,
10.87,0,4.35,8.7,4.35,4.35,4.35,4.35,4.35,6.52,2.17,2.17,4.35,2.17,17.39,2.17,10.87,0,0,6.52,0.0971,0.0948,
14.29,0,2.38,2.38,14.29,2.38,0,4.76,2.38,19.05,2.38,2.38,7.14,0,4.76,4.76,7.14,2.38,2.38,4.76,0.0703,0.0842,
0,0,0,0,0,7.69,0,0,23.08,7.69,0,0,0,0,7.69,15.38,0,23.08,7.69,7.69,0.1262,0.1072,
2.7,8.11,2.7,0,0,5.41,5.41,8.11,13.51,0,5.41,2.7,2.7,5.41,16.22,2.7,2.7,16.22,0,0,0.0974,0.1149,
5.41,8.11,0,5.41,2.7,5.41,10.81,2.7,5.41,5.41,8.11,5.41,0,5.41,2.7,10.81,8.11,0,5.41,2.7,0.0778,0.0716,
16.13,0,3.23,3.23,9.68,3.23,0,12.9,9.68,19.35,3.23,3.23,3.23,3.23,0,3.23,6.45,0,0,0,0.0632,0.0776,
3.85,3.85,0,15.38,7.69,0,11.54,7.69,7.69,3.85,3.85,3.85,7.69,7.69,7.69,0,3.85,0,0,3.85,0.0959,0.0755,
6.9,3.45,6.9,3.45,10.34,10.34,0,0,3.45,6.9,10.34,0,6.9,6.9,3.45,13.79,0,3.45,0,3.45,0.0824,0.0766,
6.25,9.38,3.12,0,6.25,0,0,9.38,0,3.12,12.5,0,6.25,9.38,6.25,3.12,12.5,3.12,6.25,3.12,0.0628,0.0761,
6.82,4.55,2.27,9.09,0,4.55,2.27,0,4.55,9.09,9.09,6.82,2.27,9.09,4.55,6.82,6.82,4.55,4.55,2.27,0.0684,0.0837,
2.63,2.63,5.26,2.63,5.26,0,7.89,0,10.53,5.26,5.26,7.89,2.63,2.63,7.89,5.26,7.89,2.63,10.53,5.26,0.0809,0.1059,
0,7.69,15.38,7.69,0,0,23.08,0,0,7.69,7.69,0,0,15.38,0,15.38,0,0,0,0,0.0583,0.0439,
2.7,2.7,0,0,5.41,0,2.7,13.51,5.41,18.92,2.7,13.51,2.7,2.7,5.41,8.11,5.41,5.41,0,2.7,0.0639,0.062,
0,0,0,0,11.76,11.76,23.53,17.65,0,11.76,5.88,0,0,5.88,0,0,5.88,0,0,5.88,0.041,0.0467,
11.76,0,11.76,0,5.88,5.88,0,0,0,5.88,5.88,11.76,5.88,5.88,0,5.88,17.65,0,0,5.88,0.0505,0.0633,
0,3.45,3.45,6.9,0,3.45,3.45,6.9,6.9,3.45,3.45,3.45,3.45,13.79,6.9,10.34,6.9,3.45,0,10.34,0.0824,0.067,
3.45,6.9,10.34,0,13.79,3.45,6.9,0,3.45,0,6.9,3.45,13.79,3.45,3.45,10.34,3.45,3.45,0,3.45,0.0827,0.0516,
2.27,6.82,4.55,0,4.55,4.55,4.55,2.27,2.27,6.82,11.36,6.82,0,4.55,2.27,11.36,4.55,11.36,9.09,0,0.0689,0.0753,
10.34,10.34,6.9,3.45,0,3.45,6.9,3.45,10.34,0,10.34,0,0,0,3.45,10.34,3.45,3.45,13.79,0,0.1082,0.0749,
8,8,2,12,4,0,6,2,8,8,2,2,4,4,6,2,12,4,2,4,0.0888,0.0796,
15.38,0,0,2.56,7.69,17.95,0,7.69,0,12.82,2.56,0,2.56,0,2.56,5.13,0,15.38,2.56,5.13,0.0687,0.0636,
5.26,2.63,2.63,7.89,7.89,2.63,7.89,10.53,13.16,2.63,2.63,5.26,2.63,5.26,2.63,0,5.26,10.53,2.63,0,0.0683,0.088,
4.88,2.44,7.32,2.44,9.76,7.32,2.44,7.32,4.88,14.63,7.32,4.88,2.44,4.88,4.88,2.44,0,0,4.88,4.88,0.0928,0.0843,
11.36,4.55,2.27,6.82,2.27,9.09,4.55,6.82,2.27,4.55,2.27,9.09,6.82,9.09,2.27,2.27,0,6.82,4.55,2.27,0.0725,0.0819,
3.12,0,9.38,6.25,0,3.12,9.38,6.25,3.12,3.12,3.12,3.12,9.38,6.25,3.12,9.38,3.12,6.25,9.38,3.12,0.0769,0.0889,
0,0,0,25,8.33,8.33,0,8.33,0,25,16.67,0,0,0,0,8.33,0,0,0,0,0.0718,0.0793,
2.63,5.26,7.89,5.26,5.26,10.53,0,0,5.26,5.26,2.63,2.63,10.53,7.89,0,2.63,5.26,5.26,7.89,7.89,0.0932,0.0856,
9.09,0,0,0,0,18.18,0,0,0,9.09,0,9.09,0,0,18.18,18.18,0,9.09,0,9.09,0.1372,0.0805,
6.67,0,0,13.33,0,13.33,0,0,0,0,6.67,6.67,0,6.67,0,0,13.33,26.67,0,6.67,0.0614,0.0698,
6.38,2.13,4.26,0,2.13,12.77,8.51,2.13,2.13,6.38,4.26,4.26,6.38,6.38,6.38,4.26,4.26,6.38,6.38,4.26,0.0908,0.0737,
2.27,4.55,2.27,9.09,4.55,2.27,4.55,0,2.27,2.27,2.27,4.55,2.27,9.09,4.55,9.09,9.09,6.82,11.36,6.82,0.0837,0.0869,
0,6.67,6.67,0,6.67,0,0,13.33,20,6.67,0,6.67,6.67,0,20,6.67,0,0,0,0,0.1284,0.112,
0,0,0,7.14,14.29,7.14,7.14,0,7.14,7.14,0,7.14,0,7.14,7.14,7.14,14.29,7.14,0,0,0.1004,0.0824,
0,3.12,0,0,3.12,6.25,9.38,6.25,9.38,3.12,12.5,0,3.12,3.12,9.38,9.38,6.25,3.12,6.25,6.25,0.1118,0.0918,
5.26,0,5.26,2.63,2.63,2.63,7.89,15.79,0,7.89,2.63,5.26,5.26,0,10.53,2.63,10.53,2.63,2.63,7.89,0.1022,0.0812,
6.98,6.98,4.65,4.65,4.65,0,9.3,4.65,4.65,2.33,2.33,6.98,4.65,2.33,11.63,11.63,2.33,0,2.33,6.98,0.0918,0.0962,
12.5,0,3.12,3.12,9.38,12.5,0,15.62,3.12,15.62,3.12,0,3.12,6.25,0,3.12,0,6.25,3.12,0,0.0611,0.0599,
3.33,6.67,6.67,0,3.33,6.67,10,0,3.33,10,3.33,0,6.67,3.33,3.33,10,6.67,16.67,0,0,0.0691,0.059,
2.78,0,0,0,0,19.44,0,0,8.33,8.33,2.78,13.89,2.78,5.56,0,11.11,16.67,5.56,2.78,0,0.0549,0.0538,
9.09,0,6.82,4.55,2.27,2.27,4.55,4.55,9.09,9.09,4.55,2.27,9.09,4.55,0,4.55,2.27,13.64,0,6.82,0.0639,0.0675,
17.78,2.22,13.33,8.89,2.22,4.44,0,6.67,6.67,8.89,0,2.22,4.44,0,6.67,0,0,11.11,2.22,2.22,0.0944,0.0893,
4,0,8,4,8,4,4,4,0,12,0,4,0,4,12,0,0,12,0,20,0.0943,0.1061,
0,8.11,0,5.41,0,5.41,2.7,10.81,18.92,0,5.41,2.7,8.11,5.41,13.51,2.7,0,10.81,0,0,0.0958,0.087,
0,2.17,8.7,4.35,0,8.7,0,10.87,4.35,4.35,4.35,10.87,4.35,6.52,2.17,8.7,6.52,4.35,4.35,4.35,0.0791,0.0812,
6.45,6.45,3.23,6.45,3.23,0,3.23,3.23,6.45,0,3.23,6.45,0,19.35,6.45,12.9,3.23,6.45,0,3.23,0.0727,0.0725,
0,8.11,0,2.7,0,5.41,2.7,10.81,18.92,0,2.7,5.41,2.7,5.41,10.81,10.81,0,13.51,0,0,0.0872,0.1002,
4.08,18.37,0,0,0,0,0,0,0,0,2.04,0,2.04,0,59.18,8.16,0,2.04,0,4.08,0.1147,0.0901,
5.88,5.88,0,0,5.88,0,0,5.88,0,5.88,11.76,0,5.88,0,5.88,11.76,5.88,11.76,17.65,0,0.0645,0.0814,
10.81,2.7,8.11,0,5.41,5.41,8.11,0,0,0,5.41,10.81,2.7,8.11,2.7,5.41,13.51,8.11,2.7,0,0.0602,0.0617,
6.38,2.13,2.13,2.13,6.38,0,4.26,6.38,10.64,8.51,2.13,12.77,8.51,6.38,0,0,4.26,10.64,2.13,4.26,0.0632,0.0624,
6.98,9.3,9.3,4.65,4.65,6.98,6.98,9.3,9.3,2.33,4.65,0,2.33,2.33,2.33,0,4.65,4.65,6.98,2.33,0.0889,0.0923,
4.08,4.08,8.16,6.12,0,2.04,2.04,8.16,2.04,4.08,6.12,4.08,6.12,8.16,8.16,16.33,6.12,2.04,2.04,0,0.0782,0.0716,
6.82,13.64,4.55,2.27,4.55,0,2.27,4.55,6.82,4.55,11.36,4.55,0,0,2.27,4.55,11.36,0,4.55,11.36,0.0801,0.074,
2.44,4.88,0,2.44,9.76,0,9.76,9.76,4.88,2.44,9.76,2.44,9.76,4.88,4.88,7.32,0,9.76,2.44,2.44,0.0773,0.0588,
0,0,20,0,20,10,0,0,0,0,0,0,0,20,0,10,0,0,0,20,0.0975,0.0908,
5.41,5.41,2.7,5.41,8.11,2.7,2.7,10.81,8.11,2.7,2.7,5.41,5.41,0,8.11,2.7,8.11,0,10.81,2.7,0.1349,0.0849,
10.26,0,2.56,0,5.13,5.13,0,12.82,5.13,15.38,2.56,2.56,5.13,2.56,2.56,10.26,7.69,7.69,2.56,0,0.0511,0.053,
9.68,3.23,0,12.9,3.23,3.23,3.23,3.23,3.23,0,12.9,6.45,0,3.23,12.9,3.23,6.45,3.23,6.45,3.23,0.0865,0.0958,
2.63,7.89,2.63,0,0,2.63,2.63,5.26,18.42,2.63,2.63,7.89,2.63,5.26,13.16,2.63,2.63,18.42,0,0,0.0946,0.0945,
6.82,0,4.55,2.27,13.64,4.55,0,4.55,2.27,20.45,2.27,2.27,6.82,0,4.55,9.09,6.82,4.55,2.27,2.27,0.074,0.0811,
0,0,14.63,4.88,0,26.83,0,2.44,0,4.88,17.07,0,0,0,7.32,4.88,0,2.44,14.63,0,0.1265,0.1383,
5,7.5,10,0,5,7.5,0,5,2.5,10,5,12.5,2.5,2.5,0,7.5,7.5,0,5,5,0.0755,0.0766,
4.55,2.27,6.82,9.09,6.82,6.82,2.27,4.55,2.27,11.36,2.27,0,9.09,0,2.27,9.09,6.82,9.09,0,4.55,0.0624,0.0621,
8.33,0,5.56,0,2.78,0,5.56,2.78,8.33,8.33,8.33,5.56,5.56,5.56,13.89,2.78,5.56,2.78,5.56,2.78,0.0778,0.1249,
6.82,0,0,0,2.27,9.09,2.27,9.09,11.36,2.27,2.27,0,2.27,4.55,22.73,6.82,9.09,6.82,0,2.27,0.1255,0.0998,
6.67,6.67,4.44,2.22,4.44,4.44,2.22,2.22,2.22,6.67,2.22,6.67,8.89,2.22,2.22,6.67,4.44,8.89,8.89,6.67,0.0846,0.0829,
5.41,2.7,10.81,2.7,10.81,8.11,5.41,0,2.7,5.41,8.11,2.7,5.41,0,2.7,8.11,8.11,2.7,5.41,2.7,0.0984,0.0938,
2.27,0,0,2.27,2.27,6.82,2.27,2.27,20.45,6.82,4.55,0,2.27,4.55,27.27,2.27,9.09,2.27,0,2.27,0.0968,0.1105,
0,2.22,0,2.22,4.44,11.11,2.22,8.89,13.33,4.44,6.67,6.67,2.22,2.22,2.22,4.44,15.56,6.67,2.22,2.22,0.0751,0.0747,
2.5,7.5,5,5,2.5,2.5,2.5,7.5,5,7.5,2.5,7.5,5,5,0,5,10,5,2.5,10,0.075,0.0473,
5.71,0,0,2.86,0,14.29,5.71,14.29,2.86,2.86,5.71,8.57,11.43,5.71,2.86,0,0,2.86,11.43,2.86,0.0916,0.0784,
0,6.25,9.38,3.12,6.25,6.25,0,6.25,3.12,3.12,3.12,9.38,3.12,9.38,12.5,0,0,3.12,9.38,6.25,0.088,0.1208,
2.86,0,0,2.86,11.43,5.71,0,11.43,2.86,17.14,2.86,5.71,2.86,8.57,0,8.57,5.71,11.43,0,0,0.0432,0.0452,
6.52,4.35,2.17,0,2.17,4.35,0,2.17,13.04,4.35,2.17,2.17,4.35,4.35,19.57,8.7,2.17,13.04,0,4.35,0.1021,0.0813,
4.35,4.35,8.7,4.35,6.52,6.52,8.7,2.17,8.7,4.35,6.52,8.7,2.17,4.35,4.35,2.17,4.35,6.52,2.17,0,0.0749,0.0873,
0,0,2.78,5.56,16.67,8.33,0,5.56,2.78,13.89,2.78,5.56,5.56,0,5.56,5.56,5.56,11.11,0,2.78,0.0668,0.0682,
0,6.25,6.25,6.25,0,6.25,6.25,0,6.25,12.5,0,6.25,18.75,6.25,0,0,0,12.5,0,6.25,0.0781,0.0463,
6.12,2.04,0,4.08,4.08,2.04,4.08,6.12,2.04,4.08,4.08,6.12,6.12,6.12,6.12,8.16,12.24,6.12,6.12,4.08,0.0606,0.0832,
6,0,8,4,0,2,4,0,16,6,4,8,2,4,16,4,6,6,4,0,0.087,0.0972,
6.67,0,0,0,2.22,6.67,2.22,4.44,13.33,6.67,2.22,4.44,2.22,4.44,24.44,8.89,4.44,4.44,0,2.22,0.1046,0.0891,
13.33,0,0,0,6.67,20,0,0,0,6.67,0,0,13.33,0,6.67,6.67,13.33,6.67,6.67,0,0.071,0.0931,
0,2.7,2.7,8.11,2.7,13.51,8.11,8.11,0,5.41,8.11,8.11,2.7,5.41,2.7,13.51,2.7,0,0,5.41,0.0584,0.0777,
8.33,0,8.33,8.33,5.56,5.56,2.78,0,8.33,5.56,2.78,8.33,0,2.78,8.33,11.11,2.78,2.78,2.78,5.56,0.0849,0.1066,
8.33,0,8.33,0,8.33,8.33,0,0,0,8.33,0,0,16.67,0,8.33,16.67,0,16.67,0,0,0.045,0.083,
5,10,10,5,5,10,10,5,0,5,5,10,5,10,0,0,0,0,5,0,0.0732,0.0721,
8.82,2.94,8.82,2.94,14.71,8.82,2.94,0,2.94,2.94,5.88,0,11.76,2.94,8.82,0,2.94,0,5.88,5.88,0.1107,0.1116,
8.57,2.86,20,2.86,8.57,2.86,0,5.71,5.71,5.71,2.86,0,2.86,8.57,2.86,2.86,2.86,8.57,2.86,2.86,0.0879,0.0785,
0,4.44,8.89,4.44,11.11,8.89,2.22,6.67,4.44,8.89,4.44,0,0,6.67,2.22,11.11,0,6.67,2.22,6.67,0.078,0.0836,
5,15,15,0,15,10,10,0,0,5,0,0,0,5,5,10,0,0,5,0,0.1026,0.0996,
2.33,4.65,2.33,11.63,0,0,16.28,4.65,0,4.65,6.98,4.65,2.33,2.33,6.98,4.65,6.98,4.65,9.3,4.65,0.082,0.0775,
7.14,7.14,3.57,3.57,7.14,7.14,3.57,10.71,10.71,3.57,7.14,0,7.14,3.57,0,0,7.14,10.71,0,0,0.0753,0.0723,
15.91,4.55,4.55,2.27,4.55,2.27,2.27,2.27,9.09,0,2.27,0,4.55,4.55,4.55,4.55,11.36,11.36,6.82,2.27,0.1149,0.068,
6.67,0,6.67,0,0,0,13.33,13.33,6.67,0,0,13.33,6.67,0,13.33,6.67,6.67,0,0,6.67,0.07,0.0908,
2.7,0,8.11,2.7,8.11,2.7,0,10.81,5.41,2.7,0,0,0,10.81,21.62,5.41,2.7,8.11,8.11,0,0.1436,0.0983,
0,6.25,0,6.25,0,2.08,6.25,8.33,18.75,6.25,2.08,8.33,6.25,4.17,4.17,8.33,4.17,4.17,0,4.17,0.077,0.0617,
5,5,5,5,0,15,0,0,0,15,5,5,0,5,0,5,5,5,10,10,0.0903,0.0753,
0,0,6.67,13.33,0,6.67,0,6.67,0,6.67,0,13.33,0,6.67,0,6.67,13.33,6.67,0,13.33,0.0375,0.0621,
2.63,5.26,0,7.89,5.26,7.89,0,10.53,7.89,10.53,2.63,7.89,5.26,2.63,2.63,0,2.63,7.89,2.63,7.89,0.08,0.0656,
0,4.76,0,0,4.76,0,9.52,4.76,14.29,0,9.52,9.52,9.52,9.52,4.76,9.52,0,0,9.52,0,0.0796,0.1014,
5.41,2.7,5.41,0,5.41,8.11,10.81,8.11,8.11,0,8.11,2.7,8.11,5.41,0,5.41,5.41,8.11,2.7,0,0.0722,0.0669,
2.86,0,5.71,0,8.57,8.57,2.86,0,2.86,2.86,0,14.29,8.57,8.57,5.71,14.29,2.86,0,2.86,8.57,0.0795,0.0685,
6,4,4,4,8,10,4,0,2,12,2,0,0,4,10,14,4,0,4,8,0.1083,0.0897,
18.18,0,4.55,9.09,9.09,9.09,4.55,0,9.09,4.55,9.09,4.55,0,0,0,9.09,4.55,0,4.55,0,0.0918,0.0777,
9.68,0,0,0,6.45,6.45,0,16.13,3.23,19.35,3.23,0,6.45,0,3.23,9.68,12.9,0,0,3.23,0.0669,0.0582,
4.17,8.33,8.33,0,0,8.33,4.17,0,8.33,4.17,4.17,0,4.17,12.5,8.33,0,8.33,8.33,8.33,0,0.0974,0.1087,
0,0,0,0,0,8.33,8.33,8.33,0,16.67,0,16.67,8.33,0,16.67,8.33,8.33,0,0,0,0.091,0.0988,
0,9.09,0,9.09,0,0,0,27.27,0,0,0,9.09,0,0,9.09,0,0,9.09,18.18,9.09,0.1116,0.114,
8.57,2.86,2.86,2.86,2.86,5.71,2.86,8.57,2.86,0,8.57,8.57,2.86,2.86,14.29,2.86,5.71,8.57,5.71,0,0.1172,0.1057,
2.44,0,2.44,0,0,7.32,2.44,4.88,14.63,7.32,2.44,7.32,0,7.32,21.95,4.88,2.44,7.32,0,4.88,0.1228,0.0965,
0,2.04,10.2,10.2,0,2.04,6.12,6.12,8.16,4.08,4.08,12.24,2.04,0,8.16,6.12,4.08,2.04,6.12,6.12,0.0839,0.0979,
