PAAC2_A,PAAC2_C,PAAC2_D,PAAC2_E,PAAC2_F,PAAC2_G,PAAC2_H,PAAC2_I,PAAC2_K,PAAC2_L,PAAC2_M,PAAC2_N,PAAC2_P,PAAC2_Q,PAAC2_R,PAAC2_S,PAAC2_T,PAAC2_V,PAAC2_W,PAAC2_Y,PAAC2_lam1,PAAC2_lam2,Target
0,0,0,10,5,15,0,0,15,5,5,5,0,10,0,0,10,20,0,0,0.0974,0.0684,0
0,2.27,4.55,4.55,11.36,9.09,2.27,4.55,6.82,6.82,2.27,2.27,6.82,4.55,6.82,11.36,4.55,2.27,2.27,4.55,0.0856,0.0875,0
2.56,2.56,7.69,10.26,2.56,2.56,2.56,10.26,5.13,2.56,0,2.56,2.56,10.26,10.26,7.69,0,0,7.69,10.26,0.1098,0.1125,0
13.33,0,0,2.22,4.44,8.89,2.22,2.22,8.89,6.67,4.44,4.44,2.22,2.22,26.67,4.44,4.44,2.22,0,0,0.1309,0.0976,0
3.45,20.69,0,3.45,0,13.79,0,3.45,0,3.45,0,3.45,6.9,0,3.45,6.9,17.24,6.9,3.45,3.45,0.0557,0.0501,0
0,8.89,2.22,4.44,4.44,6.67,4.44,4.44,2.22,4.44,0,4.44,11.11,8.89,2.22,13.33,2.22,8.89,6.67,0,0.0709,0.08,0
5.88,2.94,2.94,0,2.94,11.76,8.82,8.82,5.88,2.94,5.88,8.82,2.94,2.94,5.88,5.88,5.88,0,2.94,5.88,0.0855,0.0878,0
8.7,8.7,8.7,8.7,2.17,2.17,0,6.52,6.52,6.52,2.17,2.17,6.52,4.35,2.17,6.52,2.17,8.7,2.17,4.35,0.0794,0.0665,0
7.69,26.92,3.85,0,0,19.23,7.69,0,7.69,0,3.85,0,3.85,0,0,7.69,11.54,0,0,0,0.036,0.0446,0
11.36,0,0,0,2.27,9.09,2.27,2.27,11.36,4.55,4.55,0,2.27,2.27,27.27,4.55,9.09,4.55,0,2.27,0.1113,0.1201,0
8.11,10.81,8.11,5.41,8.11,0,0,5.41,8.11,5.41,5.41,0,10.81,5.41,0,2.7,2.7,5.41,8.11,0,0.0769,0.0948,0
0,8.82,2.94,0,5.88,2.94,0,8.82,8.82,5.88,8.82,2.94,2.94,5.88,2.94,14.71,2.94,0,8.82,5.88,0.0875,0.0747,0
2.7,10.81,10.81,0,2.7,2.7,5.41,0,8.11,5.41,8.11,10.81,2.7,5.41,2.7,2.7,2.7,2.7,10.81,2.7,0.0758,0.0848,0
3.12,6.25,3.12,6.25,0,3.12,6.25,6.25,3.12,15.62,6.25,3.12,6.25,3.12,3.12,9.38,6.25,3.12,3.12,3.12,0.0752,0.0717,0
0,5.88,11.76,5.88,0,11.76,0,5.88,5.88,0,5.88,0,5.88,11.76,11.76,0,5.88,5.88,0,5.88,0.0778,0.0972,0
2.04,10.2,6.12,4.08,2.04,4.08,2.04,0,6.12,8.16,10.2,6.12,2.04,2.04,6.12,2.04,8.16,12.24,0,6.12,0.0764,0.0776,0
4.08,6.12,12.24,8.16,4.08,4.08,8.16,6.12,2.04,4.08,6.12,8.16,4.08,2.04,4.08,6.12,2.04,2.04,2.04,4.08,0.0766,0.0719,0
2.56,5.13,5.13,5.13,5.13,10.26,7.69,7.69,2.56,2.56,5.13,0,7.69,0,0,2.56,10.26,12.82,5.13,2.56,0.0732,0.0567,0
5.41,5.41,10.81,5.41,2.7,8.11,8.11,5.41,10.81,2.7,0,8.11,5.41,5.41,2.7,5.41,2.7,0,0,5.41,0.0568,0.0798,0
5.41,2.7,5.41,8.11,5.41,8.11,0,2.7,5.41,5.41,5.41,5.41,2.7,2.7,8.11,2.7,10.81,5.41,2.7,5.41,0.1059,0.0847,0
2.63,7.89,0,2.63,0,5.26,5.26,7.89,10.53,0,5.26,2.63,7.89,5.26,21.05,2.63,0,13.16,0,0,0.1081,0.1082,0
0,8.11,2.7,2.7,0,5.41,2.7,8.11,13.51,0,5.41,5.41,5.41,10.81,13.51,2.7,0,13.51,0,0,0.0924,0.0947,0
9.09,9.09,9.09,9.09,0,9.09,0,0,0,0,9.09,0,18.18,9.09,0,0,9.09,9.09,0,0,0.0618,0.0409,0
0,20.69,3.45,3.45,0,13.79,0,10.34,0,0,0,3.45,10.34,0,3.45,3.45,20.69,3.45,3.45,0,0.0527,0.0456,0
2.7,8.11,0,5.41,0,5.41,2.7,8.11,27.03,0,5.41,2.7,5.41,5.41,5.41,2.7,0,13.51,0,0,0.0922,0.0781,0
15.38,10.26,2.56,7.69,0,2.56,2.56,7.69,5.13,5.13,2.56,2.56,0,5.13,12.82,2.56,2.56,2.56,7.69,2.56,0.1104,0.112,0
6.98,0,4.65,6.98,9.3,9.3,2.33,6.98,0,11.63,2.33,0,4.65,6.98,2.33,6.98,9.3,4.65,0,4.65,0.0677,0.0686,0
7.14,7.14,0,7.14,7.14,0,0,14.29,0,7.14,0,0,0,0,7.14,0,7.14,14.29,14.29,7.14,0.0793,0.0845,0
0,0,2.08,10.42,4.17,6.25,4.17,8.33,10.42,14.58,6.25,2.08,8.33,8.33,0,0,6.25,0,2.08,6.25,0.0763,0.0843,0
5.41,5.41,2.7,10.81,2.7,5.41,0,8.11,2.7,10.81,2.7,2.7,2.7,8.11,5.41,2.7,10.81,0,2.7,8.11,0.0875,0.0871,0
7.5,10,5,7.5,0,2.5,10,0,5,5,5,5,5,5,2.5,5,7.5,7.5,5,0,0.0755,0.0675,0
9.09,9.09,0,9.09,0,9.09,0,0,0,0,9.09,18.18,18.18,9.09,0,0,0,9.09,0,0,0.051,0.0512,0
0,0,0,0,0,0,10,20,0,0,10,0,20,0,0,20,20,0,0,0,0.0332,0.0221,0
0,0,13.33,6.67,6.67,0,13.33,0,0,6.67,0,6.67,6.67,6.67,0,6.67,0,6.67,0,20,0.0664,0.0849,0
16.67,0,5.56,0,0,50,22.22,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0.0181,0.0256,0
0,0,7.14,7.14,0,14.29,0,0,7.14,0,0,0,28.57,7.14,7.14,14.29,7.14,0,0,0,0.0734,0.0497,0
3.57,3.57,3.57,3.57,3.57,3.57,7.14,3.57,3.57,0,3.57,10.71,14.29,7.14,10.71,0,3.57,7.14,3.57,3.57,0.087,0.0858,0
9.52,4.76,9.52,0,0,0,0,4.76,0,9.52,0,0,4.76,9.52,0,19.05,14.29,9.52,0,4.76,0.0365,0.0477,0
0,18.18,0,9.09,9.09,9.09,0,0,9.09,9.09,0,0,9.09,0,0,0,18.18,0,9.09,0,0.1048,0.0521,0
13.33,0,0,0,4.44,8.89,2.22,0,11.11,6.67,4.44,2.22,2.22,2.22,24.44,8.89,4.44,4.44,0,0,0.1178,0.1031,0
6.25,0,12.5,4.17,4.17,0,6.25,4.17,8.33,8.33,2.08,2.08,2.08,10.42,6.25,2.08,4.17,6.25,4.17,6.25,0.0809,0.0713,0
0,9.09,0,0,0,9.09,0,9.09,9.09,0,0,18.18,27.27,0,9.09,0,0,0,9.09,0,0.114,0.087,0
7.5,7.5,7.5,5,5,5,7.5,10,2.5,7.5,2.5,0,2.5,7.5,0,5,5,2.5,2.5,7.5,0.0605,0.0669,0
16.67,0,0,8.33,0,8.33,0,0,8.33,0,0,8.33,16.67,8.33,8.33,0,8.33,0,0,8.33,0.0645,0.1064,0
0,0,18.18,0,9.09,0,0,0,0,9.09,0,0,27.27,0,9.09,18.18,0,9.09,0,0,0.0699,0.1112,0
13.64,4.55,2.27,4.55,2.27,2.27,4.55,6.82,2.27,4.55,9.09,4.55,9.09,2.27,6.82,6.82,2.27,6.82,2.27,2.27,0.0775,0.0878,0
0,7.32,4.88,4.88,2.44,0,7.32,4.88,4.88,7.32,2.44,4.88,2.44,4.88,2.44,7.32,9.76,9.76,9.76,2.44,0.0803,0.0596,0
6.25,3.12,3.12,9.38,12.5,6.25,15.62,0,6.25,3.12,3.12,6.25,3.12,6.25,3.12,0,9.38,0,3.12,0,0.0611,0.0758,0
8.82,0,0,2.94,0,8.82,2.94,11.76,0,20.59,2.94,5.88,2.94,2.94,5.88,5.88,5.88,11.76,0,0,0.07,0.0583,0
0,0,9.09,0,0,0,9.09,0,9.09,0,0,0,18.18,9.09,0,18.18,0,9.09,9.09,9.09,0.0817,0.0684,0
9.09,6.82,2.27,6.82,4.55,2.27,2.27,0,2.27,4.55,13.64,6.82,2.27,6.82,6.82,4.55,4.55,6.82,4.55,2.27,0.097,0.0691,0
4.26,6.38,4.26,0,10.64,4.26,0,10.64,6.38,8.51,4.26,4.26,2.13,6.38,2.13,2.13,0,17.02,6.38,0,0.0761,0.0711,0
12,8,4,12,0,12,4,4,8,0,0,4,0,12,0,8,12,0,0,0,0.0618,0.0605,0
8.33,8.33,0,16.67,8.33,0,8.33,8.33,0,0,0,0,0,8.33,0,8.33,8.33,0,8.33,8.33,0.0712,0.0871,0
7.89,7.89,0,5.26,5.26,2.63,5.26,0,10.53,5.26,2.63,7.89,2.63,5.26,7.89,5.26,7.89,2.63,2.63,5.26,0.0971,0.0803,0
9.09,0,0,0,9.09,9.09,9.09,0,0,0,0,0,18.18,18.18,9.09,9.09,0,0,0,9.09,0.0922,0.0942,0
6.25,2.08,12.5,6.25,2.08,4.17,2.08,6.25,4.17,2.08,4.17,2.08,12.5,6.25,10.42,2.08,6.25,4.17,4.17,0,0.094,0.0931,0
6.25,0,3.12,3.12,15.62,3.12,0,9.38,6.25,15.62,6.25,0,3.12,0,6.25,0,9.38,9.38,0,3.12,0.0668,0.0887,0
5.56,0,0,0,0,44.44,0,0,22.22,5.56,5.56,0,0,0,11.11,5.56,0,0,0,0,0.115,0.0992,0
0,0,9.09,0,9.09,9.09,0,0,9.09,9.09,9.09,0,18.18,0,9.09,9.09,0,0,0,9.09,0.0799,0.1121,0
9.3,0,4.65,6.98,6.98,9.3,2.33,4.65,0,9.3,2.33,0,4.65,6.98,2.33,11.63,9.3,4.65,0,4.65,0.0699,0.0661,0
10.81,5.41,2.7,8.11,0,5.41,2.7,2.7,0,8.11,8.11,5.41,0,5.41,2.7,8.11,0,2.7,13.51,8.11,0.0985,0.0804,0
5.88,0,11.76,0,11.76,0,0,5.88,5.88,5.88,11.76,0,11.76,5.88,0,5.88,0,5.88,11.76,0,0.0986,0.0861,0
6.67,0,6.67,0,0,13.33,0,0,0,6.67,0,13.33,20,13.33,0,13.33,6.67,0,0,0,0.0382,0.0429,0
8.16,2.04,0,6.12,6.12,2.04,6.12,4.08,4.08,0,6.12,6.12,10.2,4.08,2.04,6.12,8.16,6.12,0,12.24,0.0719,0.0627,0
5.71,5.71,8.57,5.71,0,8.57,2.86,5.71,0,5.71,0,2.86,5.71,5.71,5.71,2.86,14.29,2.86,5.71,5.71,0.0658,0.0955,0
9.68,0,0,0,9.68,6.45,0,12.9,3.23,25.81,3.23,3.23,0,0,3.23,6.45,12.9,0,0,3.23,0.068,0.0645,0
0,0,0,0,9.09,18.18,0,9.09,0,0,9.09,0,9.09,0,9.09,27.27,9.09,0,0,0,0.0797,0.064,0
5.71,0,2.86,2.86,5.71,2.86,5.71,2.86,2.86,0,2.86,2.86,2.86,14.29,8.57,8.57,2.86,14.29,2.86,8.57,0.0937,0.1013,0
6.82,0,6.82,18.18,2.27,2.27,0,4.55,20.45,4.55,4.55,2.27,6.82,6.82,0,6.82,6.82,0,0,0,0.0731,0.0743,0
6.67,3.33,6.67,10,0,13.33,3.33,10,0,0,0,0,6.67,6.67,6.67,6.67,6.67,6.67,6.67,0,0.0975,0.0667,0
12.9,6.45,3.23,3.23,0,3.23,6.45,0,3.23,6.45,0,9.68,3.23,3.23,16.13,6.45,12.9,0,3.23,0,0.103,0.0737,0
0,8.11,2.7,0,0,5.41,2.7,10.81,16.22,0,5.41,0,2.7,8.11,16.22,5.41,2.7,13.51,0,0,0.1019,0.092,0
4,6,2,0,2,4,2,4,18,8,2,2,6,6,18,4,0,10,0,2,0.1143,0.0762,0
18.75,6.25,6.25,0,6.25,18.75,0,0,12.5,0,0,0,6.25,0,0,0,0,25,0,0,0.0781,0.072,0
0,0,8.7,4.35,4.35,4.35,0,17.39,13.04,13.04,0,0,4.35,8.7,4.35,4.35,8.7,4.35,0,0,0.1047,0.0892,0
6.82,9.09,9.09,9.09,4.55,2.27,6.82,0,2.27,4.55,4.55,4.55,6.82,9.09,0,4.55,2.27,6.82,6.82,0,0.0673,0.067,0
2.63,7.89,2.63,0,0,2.63,2.63,5.26,15.79,5.26,2.63,5.26,0,5.26,18.42,5.26,2.63,15.79,0,0,0.1133,0.1067,0
0,8.57,5.71,2.86,5.71,2.86,8.57,8.57,11.43,8.57,2.86,0,5.71,2.86,11.43,5.71,0,0,2.86,5.71,0.1037,0.094,0
2.56,2.56,0,2.56,5.13,2.56,7.69,2.56,2.56,5.13,0,5.13,12.82,2.56,5.13,5.13,10.26,15.38,2.56,7.69,0.0794,0.0522,0
5.26,0,5.26,0,10.53,10.53,5.26,5.26,21.05,10.53,5.26,0,0,0,0,0,10.53,5.26,0,5.26,0.0993,0.0767,0
7.69,3.85,0,0,3.85,3.85,0,0,3.85,15.38,7.69,3.85,0,15.38,11.54,3.85,15.38,0,0,3.85,0.0647,0.0626,0
5.56,8.33,5.56,5.56,2.78,0,8.33,11.11,2.78,0,5.56,5.56,8.33,2.78,2.78,5.56,5.56,5.56,2.78,5.56,0.0712,0.0718,0
6.52,4.35,0,15.22,8.7,6.52,2.17,4.35,2.17,8.7,4.35,4.35,0,13.04,2.17,6.52,2.17,4.35,4.35,0,0.0672,0.0746,0
0,0,0,0,8.33,33.33,0,8.33,0,8.33,0,0,0,0,8.33,16.67,16.67,0,0,0,0.0819,0.0655,0
13.04,10.87,2.17,6.52,4.35,0,2.17,4.35,6.52,4.35,8.7,0,6.52,6.52,6.52,4.35,4.35,2.17,2.17,4.35,0.0794,0.0728,0
2.7,8.11,5.41,8.11,2.7,5.41,5.41,0,5.41,0,5.41,2.7,8.11,8.11,5.41,8.11,5.41,5.41,8.11,0,0.0747,0.0942,0
7.5,0,2.5,5,12.5,5,2.5,5,2.5,12.5,7.5,2.5,7.5,0,5,2.5,2.5,7.5,7.5,2.5,0.0826,0.0894,0
5,0,5,5,5,15,0,15,5,10,0,5,0,0,5,10,0,10,5,0,0.0923,0.0952,0
10.53,2.63,2.63,5.26,7.89,5.26,13.16,5.26,0,2.63,0,5.26,2.63,10.53,2.63,2.63,7.89,5.26,2.63,5.26,0.0606,0.0687,0
2.27,11.36,11.36,4.55,2.27,2.27,6.82,4.55,4.55,0,0,4.55,2.27,9.09,6.82,2.27,4.55,9.09,6.82,4.55,0.1037,0.0869,0
5.41,8.11,5.41,2.7,2.7,2.7,5.41,16.22,5.41,0,10.81,0,5.41,2.7,2.7,2.7,2.7,5.41,8.11,5.41,0.0816,0.0815,0
4.08,6.12,2.04,4.08,6.12,2.04,18.37,2.04,4.08,4.08,2.04,4.08,10.2,0,2.04,4.08,2.04,10.2,8.16,4.08,0.0734,0.0799,0
9.68,0,0,0,9.68,6.45,0,16.13,3.23,22.58,3.23,0,0,0,3.23,9.68,12.9,0,0,3.23,0.0697,0.0624,0
4.65,4.65,2.33,6.98,9.3,6.98,4.65,9.3,0,4.65,0,6.98,0,4.65,4.65,6.98,6.98,9.3,2.33,4.65,0.0753,0.0692,0
11.43,8.57,5.71,8.57,2.86,0,0,8.57,5.71,2.86,5.71,0,8.57,2.86,11.43,5.71,5.71,2.86,0,2.86,0.089,0.0767,0
2.94,2.94,0,0,5.88,5.88,5.88,11.76,2.94,5.88,2.94,2.94,5.88,2.94,8.82,2.94,2.94,2.94,8.82,14.71,0.0826,0.1085,0
10,10,10,0,0,10,0,10,0,30,0,0,0,10,0,10,0,0,0,0,0.0627,0.0566,0
14.58,4.17,6.25,8.33,4.17,4.17,8.33,4.17,2.08,8.33,4.17,8.33,0,6.25,4.17,4.17,6.25,0,2.08,0,0.079,0.0786,0
9.09,0,4.55,6.82,4.55,6.82,4.55,9.09,4.55,2.27,0,4.55,2.27,2.27,4.55,13.64,11.36,4.55,2.27,2.27,0.081,0.0833,0
8.33,4.17,12.5,12.5,0,4.17,4.17,4.17,4.17,4.17,4.17,8.33,0,8.33,0,0,8.33,8.33,4.17,0,0.0664,0.0756,0
10,10,20,10,0,0,0,0,10,0,0,10,10,0,10,10,0,0,0,0,0.0427,0.0609,0
2.22,0,0,2.22,4.44,11.11,2.22,4.44,11.11,0,4.44,0,0,2.22,28.89,8.89,8.89,8.89,0,0,0.1147,0.1071,0
20,0,10,0,10,0,0,0,0,10,0,0,20,30,0,0,0,0,0,0,0.0644,0.0618,0
6.67,0,6.67,6.67,13.33,0,0,0,0,6.67,6.67,0,0,6.67,0,13.33,0,0,20,13.33,0.1023,0.1076,0
9.68,0,0,0,9.68,6.45,0,16.13,3.23,22.58,3.23,3.23,3.23,0,3.23,3.23,12.9,0,0,3.23,0.0687,0.0634,0
2.04,4.08,6.12,8.16,2.04,4.08,0,8.16,8.16,12.24,4.08,6.12,4.08,4.08,6.12,6.12,8.16,2.04,0,4.08,0.0861,0.073,0
6.38,6.38,6.38,6.38,6.38,4.26,12.77,8.51,2.13,8.51,4.26,0,2.13,2.13,6.38,4.26,4.26,0,4.26,4.26,0.0829,0.0841,0
5,0,0,0,0,0,10,20,5,0,0,0,5,5,5,10,0,15,10,10,0.0744,0.0864,0
2,4,4,2,0,2,10,4,2,22,8,0,4,12,14,4,2,2,0,2,0.098,0.0777,0
7.14,0,7.14,14.29,7.14,0,0,0,21.43,7.14,0,7.14,0,0,0,14.29,0,7.14,0,7.14,0.0787,0.1102,0
11.36,0,0,0,4.55,9.09,2.27,2.27,20.45,4.55,6.82,0,2.27,6.82,18.18,2.27,4.55,4.55,0,0,0.1097,0.0922,0
8.89,8.89,2.22,6.67,0,4.44,2.22,4.44,11.11,2.22,6.67,0,4.44,0,13.33,0,6.67,8.89,0,8.89,0.1076,0.1047,0
2.7,8.11,0,2.7,0,5.41,2.7,16.22,10.81,2.7,2.7,2.7,5.41,5.41,24.32,2.7,0,5.41,0,0,0.1167,0.1034,0
0,0,15.38,15.38,0,0,7.69,0,0,0,7.69,0,7.69,7.69,7.69,7.69,7.69,0,7.69,7.69,0.0892,0.0949,0
5.26,0,0,0,15.79,5.26,5.26,5.26,10.53,10.53,5.26,5.26,10.53,0,5.26,5.26,0,5.26,0,5.26,0.0722,0.0893,0
0,3.23,0,12.9,3.23,0,6.45,3.23,3.23,3.23,3.23,9.68,6.45,12.9,9.68,9.68,3.23,6.45,3.23,0,0.0797,0.0936,0
4.55,0,0,2.27,2.27,6.82,2.27,0,20.45,9.09,4.55,2.27,2.27,4.55,25,2.27,4.55,4.55,0,2.27,0.0984,0.1057,0
0,6.82,4.55,4.55,6.82,0,2.27,6.82,4.55,4.55,4.55,2.27,2.27,4.55,6.82,11.36,6.82,6.82,2.27,11.36,0.0925,0.0826,0
10,0,0,20,0,0,10,10,0,0,10,0,0,0,10,0,20,10,0,0,0.0736,0.0866,0
6.82,0,0,0,2.27,6.82,2.27,0,13.64,4.55,4.55,4.55,2.27,2.27,29.55,6.82,4.55,6.82,0,2.27,0.1038,0.1132,0
2.78,5.56,2.78,5.56,13.89,5.56,5.56,5.56,0,2.78,2.78,2.78,2.78,5.56,5.56,2.78,11.11,0,5.56,11.11,0.0842,0.0794,0
9.09,0,13.64,4.55,0,0,13.64,0,18.18,4.55,4.55,0,0,4.55,9.09,13.64,0,0,0,4.55,0.0794,0.0945,0
10.81,8.11,5.41,2.7,8.11,0,13.51,5.41,2.7,2.7,2.7,0,5.41,5.41,8.11,10.81,2.7,2.7,2.7,0,0.0872,0.0893,0
2.63,0,2.63,2.63,2.63,5.26,5.26,7.89,2.63,2.63,10.53,2.63,2.63,5.26,5.26,5.26,10.53,13.16,2.63,7.89,0.0834,0.0701,0
0,27.27,9.09,0,0,18.18,0,0,9.09,0,0,9.09,0,0,9.09,0,9.09,9.09,0,0,0.1043,0.0529,0
11.43,0,2.86,8.57,0,14.29,2.86,11.43,0,8.57,2.86,2.86,2.86,2.86,8.57,8.57,0,2.86,0,8.57,0.1025,0.0955,0
9.3,0,4.65,6.98,2.33,6.98,6.98,6.98,6.98,4.65,0,4.65,0,2.33,9.3,2.33,4.65,9.3,6.98,4.65,0.0954,0.1016,0
2.08,16.67,0,0,0,0,0,0,0,0,2.08,0,2.08,0,58.33,8.33,2.08,4.17,0,4.17,0.1017,0.0979,0
4.26,4.26,6.38,4.26,2.13,4.26,6.38,0,0,12.77,4.26,0,6.38,2.13,4.26,6.38,6.38,10.64,10.64,4.26,0.0775,0.0827,0
0,0,8.33,8.33,0,4.17,4.17,4.17,0,8.33,4.17,4.17,4.17,0,8.33,4.17,16.67,16.67,0,4.17,0.0941,0.0594,0
2.7,8.11,0,2.7,0,5.41,5.41,8.11,18.92,0,2.7,2.7,2.7,5.41,13.51,2.7,0,18.92,0,0,0.1062,0.1066,0
6.98,9.3,2.33,6.98,4.65,2.33,0,11.63,6.98,6.98,9.3,0,2.33,9.3,0,4.65,6.98,2.33,6.98,0,0.0713,0.0635,0
2.78,0,2.78,2.78,13.89,2.78,0,8.33,2.78,13.89,5.56,8.33,2.78,2.78,0,13.89,0,13.89,0,2.78,0.0467,0.0524,0
4.08,8.16,6.12,2.04,6.12,6.12,6.12,4.08,6.12,8.16,2.04,4.08,2.04,4.08,8.16,0,8.16,4.08,6.12,4.08,0.0711,0.1099,0
2.7,8.11,2.7,0,0,5.41,2.7,8.11,16.22,0,2.7,2.7,2.7,5.41,16.22,5.41,2.7,16.22,0,0,0.0951,0.1124,0
8.16,8.16,2.04,4.08,0,2.04,4.08,2.04,18.37,6.12,2.04,8.16,2.04,2.04,8.16,2.04,10.2,4.08,0,6.12,0.0954,0.0621,0
4.88,4.88,0,0,4.88,9.76,12.2,7.32,2.44,4.88,0,4.88,7.32,2.44,7.32,4.88,7.32,0,7.32,7.32,0.0836,0.0849,0
4.17,2.08,6.25,8.33,6.25,8.33,2.08,2.08,4.17,8.33,10.42,6.25,0,4.17,6.25,12.5,0,0,2.08,6.25,0.075,0.1031,0
9.09,18.18,9.09,0,9.09,9.09,0,9.09,0,0,0,9.09,9.09,0,0,0,0,18.18,0,0,0.0518,0.0417,0
3.45,6.9,10.34,6.9,6.9,6.9,0,6.9,6.9,10.34,3.45,6.9,0,3.45,3.45,3.45,3.45,0,3.45,6.9,0.0925,0.0908,0
8.11,5.41,5.41,2.7,2.7,5.41,0,0,0,8.11,0,2.7,5.41,5.41,10.81,8.11,8.11,5.41,8.11,8.11,0.0976,0.0873,0
4,8,8,0,4,0,8,4,8,16,0,0,0,8,16,4,4,0,8,0,0.1272,0.0947,0
6.25,4.17,4.17,10.42,2.08,2.08,6.25,6.25,4.17,6.25,0,10.42,4.17,8.33,0,8.33,0,8.33,2.08,6.25,0.0649,0.0725,0
16.13,0,3.23,3.23,3.23,0,0,3.23,3.23,22.58,3.23,0,3.23,3.23,3.23,3.23,9.68,12.9,0,6.45,0.0685,0.0593,0
5.26,2.63,5.26,5.26,2.63,5.26,2.63,10.53,5.26,7.89,7.89,7.89,7.89,5.26,2.63,0,2.63,2.63,5.26,5.26,0.0778,0.082,0
30,0,10,10,0,0,10,10,20,0,0,0,0,0,0,10,0,0,0,0,0.0783,0.092,0
0,0,0,25,0,8.33,0,25,0,0,0,0,8.33,8.33,8.33,8.33,0,8.33,0,0,0.0845,0.0982,0
0,8.33,0,0,0,8.33,0,0,25,16.67,8.33,0,0,0,25,0,0,8.33,0,0,0.1478,0.1184,0
6.06,6.06,3.03,3.03,6.06,6.06,3.03,0,9.09,0,3.03,3.03,9.09,6.06,12.12,0,0,3.03,12.12,9.09,0.0976,0.1334,0
6.67,3.33,3.33,3.33,3.33,6.67,0,3.33,6.67,13.33,3.33,3.33,3.33,6.67,0,3.33,0,6.67,10,13.33,0.088,0.0668,0
4.88,4.88,4.88,0,2.44,2.44,4.88,7.32,12.2,7.32,2.44,0,4.88,2.44,21.95,7.32,2.44,4.88,0,2.44,0.1212,0.0852,0
5.88,0,0,5.88,0,0,0,0,0,11.76,5.88,11.76,5.88,5.88,0,0,11.76,11.76,11.76,11.76,0.0636,0.0738,0
5.13,5.13,0,2.56,10.26,5.13,15.38,7.69,2.56,2.56,2.56,2.56,2.56,5.13,2.56,5.13,5.13,2.56,7.69,7.69,0.0897,0.0707,0
4.55,6.82,2.27,15.91,2.27,4.55,2.27,6.82,6.82,2.27,9.09,4.55,11.36,4.55,2.27,0,2.27,6.82,0,4.55,0.0614,0.0761,0
10,0,10,0,10,0,0,10,0,0,0,0,20,0,0,20,0,0,10,10,0.0713,0.083,0
4.35,0,6.52,6.52,13.04,10.87,2.17,6.52,10.87,2.17,0,4.35,2.17,4.35,0,15.22,4.35,6.52,0,0,0.079,0.0821,0
13.64,0,4.55,0,4.55,9.09,0,0,9.09,9.09,4.55,0,4.55,4.55,0,4.55,9.09,22.73,0,0,0.073,0.0572,0
0,0,7.14,14.29,0,14.29,0,0,0,0,7.14,0,0,7.14,7.14,0,0,21.43,0,21.43,0.0935,0.0997,0
6.9,6.9,0,0,3.45,3.45,10.34,17.24,6.9,3.45,3.45,0,3.45,6.9,3.45,0,3.45,10.34,10.34,0,0.0746,0.0822,0
5.41,2.7,2.7,5.41,13.51,2.7,18.92,0,5.41,5.41,8.11,2.7,5.41,0,0,0,8.11,2.7,8.11,2.7,0.0714,0.0781,0
3.23,0,3.23,3.23,12.9,3.23,0,12.9,0,16.13,3.23,3.23,6.45,3.23,6.45,3.23,9.68,6.45,0,3.23,0.0684,0.0717,0
4.55,2.27,13.64,6.82,2.27,11.36,4.55,2.27,0,0,2.27,4.55,4.55,6.82,2.27,13.64,4.55,2.27,4.55,6.82,0.0731,0.0766,0
2.7,10.81,10.81,5.41,8.11,5.41,2.7,0,5.41,8.11,0,8.11,8.11,0,5.41,5.41,0,2.7,5.41,5.41,0.0863,0.097,0
3.23,6.45,6.45,6.45,3.23,9.68,0,3.23,3.23,6.45,3.23,3.23,0,6.45,9.68,12.9,6.45,3.23,6.45,0,0.0892,0.1123,0
3.57,0,7.14,7.14,3.57,3.57,0,3.57,10.71,10.71,0,7.14,3.57,0,7.14,17.86,0,7.14,3.57,3.57,0.0816,0.0951,0
2.22,2.22,8.89,6.67,0,2.22,2.22,4.44,6.67,13.33,11.11,2.22,0,2.22,2.22,13.33,8.89,2.22,2.22,6.67,0.0839,0.0593,0
11.76,0,2.94,0,2.94,11.76,0,11.76,5.88,5.88,0,8.82,5.88,2.94,0,11.76,8.82,5.88,0,2.94,0.0612,0.0547,0
5.41,8.11,2.7,2.7,0,5.41,5.41,8.11,18.92,0,2.7,2.7,0,5.41,13.51,2.7,0,16.22,0,0,0.1058,0.1115,0
5.88,5.88,5.88,0,0,11.76,17.65,5.88,0,5.88,0,5.88,5.88,0,0,0,5.88,5.88,0,17.65,0.0766,0.0424,0
0,6.67,0,20,6.67,0,0,6.67,0,6.67,0,0,20,20,0,6.67,0,0,6.67,0,0.0819,0.0699,0
6.82,11.36,4.55,4.55,4.55,2.27,15.91,0,4.55,4.55,11.36,2.27,2.27,4.55,2.27,4.55,4.55,2.27,4.55,2.27,0.0873,0.0703,0
11.11,0,5.56,5.56,0,2.78,5.56,2.78,5.56,2.78,0,2.78,13.89,2.78,8.33,8.33,2.78,5.56,2.78,11.11,0.0843,0.0866,0
9.09,18.18,4.55,0,9.09,4.55,0,4.55,13.64,0,4.55,0,4.55,0,4.55,9.09,0,13.64,0,0,0.0752,0.08,0
5.26,10.53,0,0,7.89,10.53,5.26,2.63,0,2.63,7.89,2.63,7.89,5.26,2.63,2.63,2.63,5.26,10.53,7.89,0.0678,0.0925,0
